FILENAME MEAN N_SAMPLES ASYMPTOTIC_VARIANCE HISTOGRAM_PATH
norton_forcing_SINUSOIDAL_0.1_10_20_5.out 0.2277303691795826 100000000 0.4779364595796044 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_10_20_5.out
norton_forcing_SINUSOIDAL_0.1_12_24_6.out 0.2192820021033027 100000000 0.19492719714002593 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_12_24_6.out
norton_forcing_SINUSOIDAL_0.1_14_28_7.out 0.21417030668472894 80200000 0.09621258035149219 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_14_28_7.out
norton_forcing_SINUSOIDAL_0.1_16_32_8.out 0.21080952448186063 57400000 0.04916920205607945 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_16_32_8.out
norton_forcing_SINUSOIDAL_0.1_18_36_9.out 0.2085493689853019 43600000 0.030392301068903876 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_18_36_9.out
norton_forcing_SINUSOIDAL_0.1_20_40_10.out 0.20692548250536152 32700000 0.0170565759449088 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_20_40_10.out
norton_forcing_SINUSOIDAL_0.1_6_12_3.out 0.2785070224693093 99800000 6.298232117893438 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_6_12_3.out
norton_forcing_SINUSOIDAL_0.1_8_16_4.out 0.24346697237760545 100000000 1.3723650032603085 /libre/blasseln/ArticleNorton/thermo_results/histograms/histogram_norton_forcing_SINUSOIDAL_0.1_8_16_4.out
